year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,121,174,158,290
1988,309,96,170,108
1989,180,167,62,257
1990,270,116,92,205
1991,175,199,165,134
1992,79,175,222,171
1993,78,158,171,229
1994,148,143,138,182
1995,241,62,118,135
1996,125,83,97,145
1997,82,115,111,136
1998,105,223,121,230
1999,118,153,181,151
2000,101,214,191,345
2001,242,132,173,164
2002,155,180,124,321
2003,117,118,50,201
2004,120,158,157,164
2005,67,82,116,136
2006,98,123,144,231
2007,173,149,157,155
2008,131,168,153,148
2009,154,86,165,251
2010,194,59,142,131
2011,133,114,164,105
2012,75,267,157,275
2013,113,102,43,178
2014,247,149,147,241
2015,146,79,183,154
2016,184,238,94,115
