year,annual-precipitations
1987,744
1988,682
1989,666
1990,684
1991,672
1992,647
1993,636
1994,611
1995,556
1996,450
1997,445
1998,679
1999,604
2000,850
2001,711
2002,780
2003,485
2004,599
2005,401
2006,595
2007,634
2008,601
2009,657
2010,526
2011,516
2012,775
2013,437
2014,785
2015,562
2016,632
