year,annual-frozen-days
1987,58
1988,36
1989,27
1990,23
1991,53
1992,28
1993,20
1994,20
1995,26
1996,45
1997,23
1998,8
1999,8
2000,3
2001,23
2002,8
2003,25
2004,4
2005,15
2006,16
2007,7
2008,8
2009,19
2010,53
2011,8
2012,25
2013,27
2014,10
2015,14
2016,21
