year,annual-estival-days
1987,8
1988,5
1989,38
1990,31
1991,17
1992,25
1993,13
1994,25
1995,49
1996,28
1997,35
1998,17
1999,34
2000,18
2001,27
2002,17
2003,44
2004,28
2005,36
2006,46
2007,8
2008,18
2009,27
2010,26
2011,18
2012,21
2013,26
2014,25
2015,18
2016,25
