year,annual-precipitations
1987,893
1988,789
1989,676
1990,794
1991,595
1992,729
1993,1029
1994,1039
1995,799
1996,641
1997,686
1998,1035
1999,838
2000,863
2001,831
2002,777
2003,617
2004,936
2005,748
2006,753
2007,853
2008,734
2009,790
2010,818
2011,862
2012,770
2013,765
2014,731
2015,830
2016,653
