year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,178,202,271,242
1988,277,68,249,194
1989,174,138,206,158
1990,215,162,200,217
1991,96,175,105,220
1992,192,121,201,215
1993,160,200,336,334
1994,270,206,244,319
1995,321,196,202,81
1996,67,94,273,206
1997,133,189,205,158
1998,163,283,256,332
1999,204,196,220,218
2000,268,153,271,172
2001,203,168,260,199
2002,227,183,152,215
2003,102,199,148,168
2004,236,193,335,172
2005,162,213,243,130
2006,170,138,213,233
2007,259,193,216,186
2008,223,104,218,188
2009,163,147,234,247
2010,166,111,385,156
2011,131,171,361,199
2012,118,180,226,246
2013,116,155,200,294
2014,138,235,184,175
2015,237,100,276,217
2016,209,182,124,139
