year,annual-average-temperature
1987,8.4
1988,10.0
1989,10.9
1990,10.9
1991,9.7
1992,10.8
1993,9.6
1994,10.6
1995,10.4
1996,8.4
1997,10.2
1998,10.4
1999,10.9
2000,11.0
2001,10.4
2002,10.8
2003,10.5
2004,10.1
2005,10.4
2006,11.0
2007,10.9
2008,10.4
2009,10.3
2010,8.7
2011,10.6
2012,10.1
2013,9.6
2014,11.6
2015,10.7
2016,10.5
