year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1118,10,-205,9
1988,1230,10,-161,4
1989,1275,11,-178,2
1990,1399,11,-231,1
1991,1142,10,-294,0
1992,1305,11,-138,5
1993,1139,10,-188,9
1994,1339,12,-372,2
1995,1155,9,-101,6
1996,1292,12,-348,0
1997,1152,10,-381,7
1998,1185,10,-116,8
1999,1263,10,-232,2
2000,1222,10,-258,4
2001,1362,12,12,2
2002,1254,9,-114,9
2003,1229,9,-138,8
2004,1376,11,-208,4
2005,1281,11,-313,8
2006,1313,11,-30,8
2007,1034,9,-126,10
2008,1217,11,-97,2
2009,1196,9,-129,4
2010,1059,10,-127,6
2011,1237,11,-236,5
2012,1269,9,-117,0
2013,1285,11,-187,9
2014,1265,8,-122,1
2015,1419,14,-19,9
2016,1112,9,-148,6
2016
2017,1269,11,-163,2
2018,1190,11,-144,9
2019,1524,11,-222,0
2020,1343,12,-198,5
2021,1235,11,-287,9
2022,1432,12,-283,3
2023,1363,10,-306,2
2024,1247,12,-267,3
2025,1266,11,-76,7
2026,1263,11,-344,2
2027,1246,10,-206,4
2028,1187,12,-49,6
2029,1329,9,-347,4
2030,1415,11,-342,0
2031,1400,10,-99,1
2032,1176,11,-4,3
2033,1390,10,-154,1
2034,1304,10,-262,1
2035,1172,12,-236,10
2036,1341,10,-110,3
2037,1475,11,-238,2
2038,1369,11,-251,4
2039,1268,10,-180,4
2040,1418,9,-165,1
2041,1610,12,-344,0
2042,1425,12,-56,6
2043,1192,10,-237,2
2044,1364,11,-271,3
2045,1454,11,-158,1
2046,1100,11,-109,6
