year,F1,F3,M4
,label F1,label F3,label M4
1987,65,143,3
1988,80,139,0
1989,69,138,1
1990,85,146,3
1991,74,137,2
1992,38,140,1
1993,76,145,1
1994,51,132,2
1995,47,141,3
1996,57,136,1
1997,78,142,4
1998,59,135,0
1999,67,134,0
2000,36,131,1
2001,65,131,2
2002,74,141,0
2003,64,145,0
2004,74,140,1
2005,86,146,7
2006,75,147,1
2007,67,155,2
2008,45,137,3
2009,50,132,2
2010,65,143,1
2011,73,139,2
2012,60,130,2
2013,57,138,0
2014,73,132,2
2015,79,142,1
2016,75,138,1
2016
2017,52,135,2
2018,74,144,2
2019,30,131,3
2020,59,136,1
2021,54,143,2
2022,72,144,2
2023,33,133,2
2024,40,139,0
2025,47,135,1
2026,64,137,0
2027,50,134,2
2028,39,139,1
2029,31,136,4
2030,65,135,2
2031,36,137,1
2032,77,145,1
2033,45,130,0
2034,65,137,3
2035,47,142,3
2036,55,138,2
2037,29,134,1
2038,38,129,1
2039,40,127,1
2040,63,135,2
2041,60,132,5
2042,67,135,1
2043,43,129,3
2044,28,124,0
2045,24,130,1
2046,68,146,2
