year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,731,510,58,-205,205,9.3,3434,4,15.4,78
1988,796,521,104,-161,135,9.2,3476,12,15.8,80
1989,741,536,46,-178,64,9.3,3463,12,16.4,77
1990,755,540,57,-231,147,9.4,3543,26,17.4,79
1991,761,606,-86,-294,55,8.9,3331,7,16.3,77
1992,795,514,101,-138,161,10.1,3696,16,17.0,64
1993,764,650,-177,-188,2,9.2,3445,15,16.4,76
1994,689,677,-231,-372,124,9.6,3591,19,17.6,66
1995,718,496,59,-101,106,8.7,3325,15,15.8,89
1996,744,692,-205,-348,23,9.4,3491,20,16.3,77
1997,592,660,-332,-381,6,9.4,3551,15,15.6,75
1998,893,501,234,-116,269,9.4,3545,13,15.9,67
1999,853,693,-129,-232,19,9.8,3628,15,16.2,57
2000,809,604,-40,-258,127,9.8,3613,17,15.4,53
2001,861,497,206,12,80,9.8,3668,26,17.3,68
2002,848,533,149,-114,187,9.5,3528,27,16.3,79
2003,706,532,15,-138,76,8.9,3338,20,16.4,82
2004,742,551,15,-208,109,9.4,3525,19,16.8,78
2005,651,512,-23,-313,149,9.2,3535,17,17.3,87
2006,841,516,158,-30,105,9.5,3529,18,16.6,81
2007,820,509,150,-126,175,8.7,3230,14,15.8,83
2008,723,515,33,-97,59,10.4,3809,10,15.4,40
2009,695,508,11,-129,71,10.0,3681,9,15.7,56
2010,718,506,46,-127,122,9.0,3359,9,15.7,71
2011,620,531,-69,-236,99,9.1,3461,14,16.2,83
2012,812,517,126,-117,121,9.8,3647,16,16.0,58
2013,762,533,59,-187,180,9.9,3639,17,17.3,63
2014,928,500,264,-122,240,9.6,3595,23,16.0,69
2015,946,534,237,-19,140,9.4,3573,31,18.5,97
2016,833,497,168,-148,146,9.1,3473,17,16.1,83
2016
2017,800,517,114,-163,187,10.2,3737,19,16.2,55
2018,752,519,77,-144,120,9.0,3355,10,16.2,78
2019,831,553,106,-222,249,10.9,4013,30,17.1,48
2020,751,523,63,-198,174,10.0,3714,19,17.1,63
2021,677,635,-223,-287,79,10.3,3773,16,16.5,63
2022,667,533,-38,-283,165,9.9,3655,29,17.8,78
2023,764,663,-144,-306,31,10.5,3864,23,16.1,42
2024,779,651,-130,-267,99,10.6,3884,18,16.9,40
2025,839,497,162,-76,163,10.7,3910,22,16.8,39
2026,638,685,-315,-344,22,10.2,3759,13,16.6,43
2027,754,646,-167,-206,9,10.1,3737,20,16.2,54
2028,744,498,72,-49,70,10.1,3701,20,17.3,35
2029,709,687,-278,-347,60,10.7,3951,23,15.7,50
2030,706,662,-224,-342,116,10.4,3807,22,16.6,61
2031,836,508,166,-99,185,10.6,3900,24,16.9,43
2032,807,506,129,-4,42,9.7,3616,13,15.8,68
2033,737,536,25,-154,94,10.4,3805,24,16.4,55
2034,671,563,-75,-262,152,10.2,3759,21,16.5,45
2035,629,525,-65,-236,142,9.8,3624,15,16.8,67
2036,871,527,174,-110,196,10.3,3810,15,16.6,46
2037,934,551,221,-238,296,11.4,4166,39,17.2,28
2038,765,558,36,-251,223,10.6,3905,25,17.5,42
2039,767,524,74,-180,148,10.8,3963,21,16.5,26
2040,759,552,38,-165,148,10.5,3888,22,16.7,46
2041,596,578,-163,-344,95,10.7,3951,35,17.2,57
2042,878,524,189,-56,85,10.6,3897,24,17.4,59
2043,604,508,-83,-237,133,10.5,3842,13,15.8,28
2044,700,540,-9,-271,141,10.9,4004,25,16.4,30
2045,760,530,54,-158,112,11.2,4087,32,16.4,30
2046,808,515,133,-109,115,9.7,3565,16,16.4,48
