year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.3,17.2,24.1,10.1
1988,7.9,15.2,23.2,9.8
1989,7.6,16.3,24.0,12.0
1990,8.6,15.9,23.8,9.5
1991,6.9,15.8,23.8,9.1
1992,6.8,16.3,23.6,10.0
1993,7.2,16.1,22.9,9.0
1994,8.0,16.5,23.2,10.9
1995,9.1,18.3,23.4,12.6
1996,8.2,17.4,22.4,10.9
1997,10.0,17.3,23.4,11.5
1998,9.8,16.4,24.4,9.8
1999,7.8,18.3,24.5,9.8
2000,8.5,17.4,23.9,10.8
2001,9.6,18.3,24.3,10.0
2002,9.0,17.6,23.3,11.6
2003,7.9,18.9,24.9,10.7
2004,8.2,16.9,24.4,10.6
2005,6.8,19.1,24.4,10.1
2006,7.5,19.3,24.8,11.8
2007,7.2,15.7,22.7,8.9
2008,8.9,16.7,23.2,9.4
2009,6.9,17.3,23.6,11.3
2010,7.0,17.1,24.7,10.0
2011,8.2,19.7,24.9,11.8
2012,7.8,18.2,24.7,10.9
2013,7.2,15.8,24.7,10.2
2014,8.8,18.7,23.8,11.9
2015,7.9,19.1,25.2,12.2
2016,8.1,16.8,24.9,10.8
