year,annual-frozen-days
1987,40
1988,53
1989,36
1990,32
1991,32
1992,48
1993,47
1994,34
1995,17
1996,13
1997,8
1998,31
1999,47
2000,27
2001,25
2002,8
2003,25
2004,26
2005,56
2006,31
2007,64
2008,33
2009,49
2010,39
2011,21
2012,35
2013,50
2014,19
2015,28
2016,37
