year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,36,117,2
1988,43,115,4
1989,31,97,4
1990,42,113,3
1991,31,105,3
1992,42,103,3
1993,28,104,3
1994,35,108,3
1995,39,114,4
1996,25,121,3
1997,36,99,4
1998,31,111,3
1999,38,108,3
2000,36,111,4
2001,26,113,4
2002,22,118,5
2003,44,119,2
2004,40,113,3
2005,28,102,3
2006,46,110,4
2007,48,106,4
2008,34,106,4
2009,38,108,3
2010,42,110,3
2011,34,114,4
2012,29,111,4
2013,38,115,3
2014,35,122,4
2015,51,111,5
2016,48,117,3
2016
2017,22,109,4
2018,25,113,3
2019,31,92,4
2020,20,9,3
2021,28,110,4
2022,33,108,3
2023,26,103,4
2024,26,108,2
2025,41,109,4
2026,28,107,4
2027,28,118,2
2028,34,104,2
2029,26,106,4
2030,26,9,3
2031,26,104,4
2032,41,116,4
2033,33,110,3
2034,39,108,3
2035,30,112,3
2036,28,107,3
2037,39,97,4
2038,25,107,3
2039,38,107,2
2040,29,114,4
2041,25,114,4
2042,23,102,3
2043,26,111,3
2044,25,111,4
2045,29,99,4
2046,30,103,2
