year,annual-precipitations
1987,489
1988,429
1989,474
1990,317
1991,342
1992,402
1993,294
1994,202
1995,296
1996,525
1997,570
1998,419
1999,356
2000,458
2001,392
2002,446
2003,466
2004,472
2005,288
2006,457
2007,177
2008,368
2009,211
2010,578
2011,274
2012,330
2013,375
2014,387
2015,281
2016,283
