year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,248,950,-1056,-864,-96,14.0,5106,118,23.7,46
1988,311,964,-999,-844,-38,13.9,5077,122,23.3,35
1989,262,1008,-1145,-960,-46,15.4,5608,134,25.1,39
1990,283,1020,-1100,-911,-109,14.4,5287,127,23.4,37
1991,429,1039,-988,-895,2,15.4,5633,133,24.5,24
1992,263,1068,-1235,-972,-112,14.6,5321,135,23.2,46
1993,400,927,-865,-803,25,13.9,5086,102,22.7,20
1994,373,1065,-1093,-968,-51,14.8,5418,135,24.3,41
1995,283,973,-1016,-933,22,13.4,4899,113,23.6,47
1996,406,992,-975,-867,-68,13.9,5079,115,23.9,32
1997,315,1044,-1169,-949,-79,15.2,5554,131,22.8,18
1998,284,925,-988,-828,-30,13.8,5062,107,23.9,29
1999,341,1046,-1091,-933,-40,14.9,5464,135,24.3,38
2000,280,1065,-1174,-923,-147,14.1,5150,121,23.5,51
2001,356,988,-981,-808,-42,14.6,5342,135,24.2,25
2002,269,1042,-1107,-955,-61,14.2,5200,130,23.8,38
2003,390,970,-949,-808,-58,14.3,5229,123,23.3,52
2004,260,957,-1043,-861,-61,14.2,5170,124,22.5,25
2005,352,1081,-1102,-936,-42,15.5,5646,152,23.8,25
2006,253,1045,-1139,-977,-93,14.9,5441,123,24.9,35
2007,343,1008,-995,-882,-32,14.3,5230,127,24.4,36
2008,306,1031,-1086,-890,-51,14.8,5409,136,24.1,35
2009,279,983,-1050,-839,-53,14.4,5243,127,23.4,23
2010,426,969,-887,-840,12,13.8,5059,109,22.0,32
2011,417,973,-912,-786,-33,13.8,5029,114,21.9,40
2012,397,1072,-1041,-963,2,15.1,5501,136,23.6,25
2013,248,1027,-1131,-926,-69,14.4,5263,126,23.7,37
2014,308,963,-1007,-869,-54,14.0,5134,111,23.8,36
2015,281,1014,-1071,-950,-38,14.1,5177,123,23.5,47
2016,333,958,-982,-789,-77,13.7,4991,111,22.2,40
2016
2017,429,1037,-960,-944,71,15.4,5623,143,24.5,14
2018,378,1076,-1022,-949,-62,15.6,5676,144,24.2,19
2019,357,1084,-1099,-1022,73,16.1,5878,132,25.5,7
2020,241,1048,-1176,-977,-48,15.8,5792,150,24.3,18
2021,405,995,-927,-853,-21,14.8,5386,121,25.1,17
2022,372,1096,-1144,-1002,-90,15.5,5656,144,24.2,16
2023,335,1059,-1071,-924,-72,15.7,5727,143,25.7,15
2024,351,1029,-1081,-987,-50,14.9,5438,126,24.1,27
2025,396,1016,-1050,-881,-105,14.7,5377,122,23.6,26
2026,350,1053,-1064,-914,-59,15.5,5667,144,25.2,23
2027,265,1116,-1241,-1037,-85,15.8,5757,147,26.5,29
2028,321,1072,-1164,-997,-85,15.1,5535,136,23.0,26
2029,455,961,-877,-827,-96,15.1,5520,126,24.3,7
2030,370,1126,-1191,-1053,-54,16.0,5857,148,27.0,17
2031,309,1102,-1197,-999,-77,15.8,5766,141,24.9,26
2032,328,1001,-1028,-917,-19,14.1,5146,116,24.3,40
2033,479,1070,-950,-915,-5,16.3,5949,158,25.7,23
2034,328,990,-1026,-862,-67,15.1,5508,126,24.6,30
2035,342,998,-1006,-893,-45,15.2,5557,147,24.4,14
2036,457,1034,-925,-898,9,15.6,5718,131,25.4,19
2037,408,1077,-1050,-1003,-9,15.9,5812,142,23.8,22
2038,352,1042,-1044,-927,-35,15.3,5603,130,24.7,16
2039,339,1096,-1099,-1034,6,15.5,5645,135,25.5,36
2040,318,1006,-1032,-874,-113,14.5,5308,116,24.4,19
2041,443,1044,-967,-924,12,15.8,5779,135,26.3,13
2042,373,1040,-1054,-920,-94,16.1,5881,154,23.8,6
2043,313,987,-1026,-895,-65,14.3,5219,131,24.3,38
2044,428,1041,-981,-912,-11,15.6,5701,160,23.6,18
2045,402,1044,-1014,-921,-31,15.8,5777,133,24.8,8
2046,267,1073,-1166,-1046,59,15.9,5801,151,23.6,14

min,150,840,,,,13,4800,99,21
max,550,1140,,,,17,6150,171,27
steps,9,11,,,,9,10,9,9
decimal,,,,,,1,,,1
