year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2450,14,-864,0
1988,2445,13,-844,0
1989,2612,16,-960,3
1990,2566,15,-911,0
1991,2713,14,-895,1
1992,2649,14,-972,0
1993,2361,12,-803,0
1994,2737,16,-968,1
1995,2382,14,-933,4
1996,2391,14,-867,3
1997,2564,14,-949,0
1998,2371,15,-828,0
1999,2698,15,-933,3
2000,2621,14,-923,0
2001,2574,16,-808,0
2002,2649,14,-955,0
2003,2490,14,-808,0
2004,2382,14,-861,0
2005,2831,14,-936,0
2006,2700,14,-977,0
2007,2641,16,-882,0
2008,2684,14,-890,0
2009,2560,13,-839,0
2010,2389,12,-840,0
2011,2337,11,-786,4
2012,2739,13,-963,0
2013,2637,14,-926,0
2014,2373,15,-869,2
2015,2602,15,-950,0
2016,2288,12,-789,0
2016
2017,2777,16,-944,3
2018,2912,16,-949,1
2019,2924,14,-1022,0
2020,2876,16,-977,0
2021,2598,17,-853,0
2022,2828,15,-1002,0
2023,2932,15,-924,1
2024,2660,14,-987,0
2025,2444,14,-881,0
2026,2908,16,-914,0
2027,3011,18,-1037,2
2028,2642,14,-997,0
2029,2483,15,-827,0
2030,3098,19,-1053,0
2031,2888,16,-999,0
2032,2535,15,-917,0
2033,3138,17,-915,0
2034,2656,14,-862,0
2035,2696,17,-893,0
2036,2904,17,-898,0
2037,2913,15,-1003,0
2038,2821,14,-927,0
2039,2919,18,-1034,0
2040,2598,16,-874,2
2041,2844,17,-924,0
2042,2804,16,-920,0
2043,2578,16,-895,5
2044,2809,16,-912,1
2045,2901,16,-921,0
2046,2917,15,-1046,0

min,2000,10
max,3200,20
steps,7,11
decimal
