year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1494,11,-222,4
1988,1396,10,-214,0
1989,1182,9,-252,10
1990,1271,8,-271,9
1991,1204,8,-185,2
1992,1611,10,-328,11
1993,1512,8,-239,3
1994,1839,8,-224,3
1995,1232,8,-127,0
1996,1570,10,-219,5
1997,1292,10,-320,5
1998,1469,9,-288,6
1999,1511,10,-241,6
2000,1475,10,-273,5
2001,1037,8,-119,11
2002,1271,11,-165,6
2003,1363,11,-169,4
2004,1494,9,-278,0
2005,1524,9,-267,5
2006,1560,9,-141,3
2007,1280,7,-176,1
2008,1039,8,-195,10
2009,1186,8,-224,6
2010,1423,9,-249,0
2011,1326,10,-150,7
2012,1656,11,-355,3
2013,1722,10,-325,4
2014,1455,10,-205,2
2015,1526,11,-228,1
2016,1155,9,-153,0
2016
2017,1701,13,-274,2
2018,1379,9,-183,0
2019,1724,12,-411,2
2020,1747,10,-337,0
2021,1798,11,-378,0
2022,1593,10,-191,2
2023,1741,11,-350,1
2024,1416,10,-352,5
2025,1492,8,-248,9
2026,1648,12,-336,0
2027,2022,11,-437,0
2028,1660,11,-241,2
2029,1854,11,-407,0
2030,1465,8,-389,6
2031,1326,10,-109,1
2032,1447,11,-263,0
2033,1360,11,-166,18
2034,1996,11,-293,0
2035,1571,12,-325,19
2036,1569,9,-294,1
2037,1169,8,-286,6
2038,1577,11,-163,14
2039,1777,12,-251,3
2040,1379,14,-156,9
2041,1623,11,-388,6
2042,1682,9,-309,4
2043,1335,10,-264,7
2044,1297,9,-297,5
2045,1610,12,-167,2
2046,1590,12,-269,4

min,,4
max,,17
steps,,8
decimal
