year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,33,-46,5,23,-233,59,39,131
1988,4,9,-95,2,7,-139,70,34,110
1989,10,32,-56,4,12,-224,67,28,85
1990,13,19,-21,3,8,-163,62,38,77
1991,14,36,-68,5,1,-110,63,41,147
1992,28,19,-157,5,12,-289,35,33,107
1993,14,49,-157,1,11,-253,50,24,267
1994,37,7,-54,5,25,-300,39,36,252
1995,15,11,12,3,5,-127,66,27,167
1996,12,28,-62,2,12,-128,49,43,211
1997,21,28,-116,1,11,-263,59,34,131
1998,13,21,-34,2,23,-201,60,32,57
1999,13,28,-141,4,16,-182,55,39,194
2000,5,33,-91,1,8,-212,52,39,125
2001,4,21,-47,3,4,-136,66,44,113
2002,7,9,-64,3,0,-132,61,54,176
2003,10,8,-86,4,3,-141,60,21,225
2004,4,46,-73,2,8,-236,53,27,86
2005,16,11,-40,4,22,-166,56,21,120
2006,13,31,-13,2,21,-198,66,15,152
2007,12,31,-22,3,11,-90,62,54,139
2008,6,27,-40,4,1,-158,67,31,107
2009,14,26,-107,6,11,-201,57,51,179
2010,19,23,-69,4,15,-206,54,47,124
2011,6,23,-69,3,12,-197,62,21,191
2012,18,16,-132,5,24,-292,65,28,122
2013,26,11,-122,5,14,-272,36,38,164
2014,13,21,-82,3,9,-192,60,29,159
2015,15,25,-55,5,0,-126,44,39,121
2016,3,47,-2,1,0,-72,60,32,118
2016
2017,15,24,-66,3,12,-158,51,21,88
2018,13,14,-14,3,16,-135,69,20,125
2019,10,10,-137,6,8,-319,39,17,76
2020,28,15,-109,5,17,-299,37,20,97
2021,28,27,-89,3,7,-275,37,29,99
2022,26,31,-40,4,12,-168,50,24,180
2023,18,21,-130,3,7,-241,36,23,178
2024,10,13,-72,6,10,-301,60,23,80
2025,18,23,-33,3,8,-202,50,11,94
2026,15,22,-121,3,1,-220,44,20,128
2027,34,13,-122,5,27,-354,37,15,170
2028,12,7,-72,2,33,-198,61,26,152
2029,29,17,-141,5,27,-329,49,25,164
2030,16,36,-178,2,12,-387,51,9,144
2031,7,42,-61,1,3,-120,58,20,129
2032,12,18,-126,5,11,-275,60,32,154
2033,15,30,-80,1,3,-148,56,20,161
2034,27,31,-83,2,19,-225,36,23,168
2035,13,30,-96,4,16,-281,48,43,105
2036,43,21,-128,3,10,-242,44,14,135
2037,19,9,-93,4,9,-234,64,25,75
2038,18,28,-49,3,16,-140,53,14,159
2039,24,25,-66,3,15,-231,52,20,153
2040,13,18,-104,5,6,-152,67,14,206
2041,14,17,-122,4,26,-317,67,19,85
2042,26,11,-111,2,12,-273,45,19,142
2043,16,12,-76,4,11,-231,65,21,110
2044,25,20,-157,2,6,-279,56,17,96
2045,14,25,-71,1,7,-121,49,21,175
2046,13,12,-12,2,9,-165,61,32,45

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
