year,annual-average-temperature
1987,8.3
1988,9.6
1989,9.8
1990,9.9
1991,8.8
1992,10.0
1993,9.6
1994,10.9
1995,9.9
1996,8.3
1997,9.7
1998,9.7
1999,9.8
2000,10.4
2001,9.8
2002,10.3
2003,10.3
2004,9.6
2005,9.8
2006,10.3
2007,10.7
2008,10.3
2009,10.2
2010,9.1
2011,10.9
2012,10.5
2013,9.8
2014,11.4
2015,11.2
2016,10.6

min,6
max,14
steps,9
decimal
