year,annual-frozen-days
1987,98
1988,73
1989,91
1990,73
1991,102
1992,73
1993,81
1994,43
1995,71
1996,110
1997,80
1998,82
1999,73
2000,50
2001,85
2002,51
2003,98
2004,108
2005,82
2006,88
2007,50
2008,79
2009,78
2010,93
2011,65
2012,57
2013,82
2014,38
2015,65
2016,59
