year,annual-estival-days
1987,30
1988,28
1989,36
1990,37
1991,44
1992,43
1993,34
1994,49
1995,39
1996,27
1997,42
1998,34
1999,41
2000,39
2001,41
2002,36
2003,86
2004,40
2005,46
2006,54
2007,45
2008,42
2009,46
2010,41
2011,48
2012,49
2013,42
2014,32
2015,57
2016,55

min,16
max,130
steps,9
decimal
