year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.2,11.1,17.1,5.5
1988,3.0,12.8,16.2,5.7
1989,4.3,12.2,16.9,4.9
1990,4.6,12.4,16.4,5.2
1991,1.9,10.5,18.1,4.1
1992,3.0,13.0,18.0,5.2
1993,2.4,14.1,16.2,4.6
1994,4.5,12.7,18.5,7.3
1995,3.5,12.4,17.6,5.3
1996,0.2,12.5,15.3,4.5
1997,3.2,12.2,17.4,5.3
1998,3.8,13.5,16.5,4.3
1999,3.0,13.0,18.1,4.7
2000,3.6,14.4,16.4,6.9
2001,3.9,12.5,16.9,5.7
2002,4.1,13.6,16.6,6.6
2003,2.1,15.3,19.1,5.0
2004,2.0,12.7,17.7,5.3
2005,1.8,13.9,17.1,5.4
2006,0.3,13.5,18.6,8.1
2007,5.5,15.4,16.4,4.6
2008,4.5,14.1,16.6,5.4
2009,1.2,14.6,18.1,6.0
2010,1.4,13.0,17.1,4.2
2011,3.6,14.9,17.9,6.5
2012,2.9,14.0,18.0,6.2
2013,1.0,12.6,18.1,6.6
2014,5.4,14.1,17.3,7.9
2015,3.1,13.7,19.1,8.0
2016,4.1,13.4,19.0,5.2
