year,A1,A2,A3
,label A1,label A2,label A3
1987,10,3099,90
1988,22,3315,177
1989,5,3243,67
1990,4,3238,61
1991,4,3350,39
1992,11,3320,92
1993,11,3474,111
1994,13,3102,137
1995,15,3507,106
1996,20,3173,177
1997,6,3324,113
1998,26,2836,189
1999,9,3199,73
2000,2,3247,34
2001,12,3364,80
2002,10,3127,75
2003,8,3359,69
2004,6,3225,46
2005,28,3148,201
2006,22,2900,171
2007,11,3160,85
2008,17,3465,135
2009,10,3143,68
2010,3,3039,36
2011,11,3281,60
2012,17,3077,136
2013,1,3249,57
2014,13,3523,98
2015,24,3444,198
2016,20,3264,131
2016
2017,8,3214,96
2018,29,3099,202
2019,20,2882,193
2020,40,3125,289
2021,40,2889,317
2022,49,3154,326
2023,31,2887,281
2024,23,3115,205
2025,25,2946,208
2026,23,3213,195
2027,31,2675,212
2028,53,2539,290
2029,35,2699,257
2030,25,2716,199
2031,32,2758,206
2032,37,2502,249
2033,29,2910,208
2034,11,3021,106
2035,27,2828,186
2036,21,2907,142
2037,39,2652,242
2038,55,2967,347
2039,39,2751,297
2040,11,3077,103
2041,15,2844,105
2042,44,2767,272
2043,32,2755,212
2044,21,2903,173
2045,31,2885,197
2046,17,2707,149

min,,2000
max,,4000
steps,,9
decimal
