year,annual-average-temperature
1987,8.2
1988,9.5
1989,9.6
1990,9.7
1991,8.7
1992,9.8
1993,9.4
1994,10.8
1995,9.7
1996,8.2
1997,9.6
1998,9.5
1999,9.8
2000,10.3
2001,9.8
2002,10.3
2003,10.4
2004,9.4
2005,9.6
2006,10.2
2007,10.5
2008,10.1
2009,10.0
2010,9.0
2011,10.8
2012,10.3
2013,9.6
2014,11.2
2015,11.1
2016,10.4

min,6
max,14
steps,9
decimal
