year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1296,10,-206,8
1988,1353,9,-100,5
1989,1301,11,-40,9
1990,1374,9,-202,0
1991,788,6,-128,15
1992,1313,10,-50,5
1993,1217,8,-273,8
1994,1399,11,-350,1
1995,1375,9,-154,3
1996,1567,12,-388,2
1997,1388,10,-185,1
1998,1622,12,-55,3
1999,1355,10,-295,4
2000,1078,9,-165,10
2001,1039,7,-119,2
2002,1129,10,-120,8
2003,1340,8,-136,5
2004,1078,8,33,4
2005,1563,11,-188,7
2006,1722,12,-204,1
2007,1248,10,-1,0
2008,1334,9,-240,9
2009,1303,9,-149,2
2010,1137,9,-34,7
2011,1033,11,-37,16
2012,1577,9,-188,2
2013,1179,9,-195,6
2014,1402,9,-234,13
2015,1596,11,-217,0
2016,1374,9,-126,3
2016
2017,1240,10,-123,17
2018,1593,11,-133,6
2019,1582,11,-232,2
2020,1538,12,-246,5
2021,1756,12,-280,1
2022,1739,11,-114,6
2023,1566,10,-352,5
2024,1564,11,-433,9
2025,1779,11,-316,5
2026,1278,9,-76,25
2027,1504,10,-1,3
2028,1746,9,-209,2
2029,1762,10,-213,0
2030,1638,11,-247,2
2031,1465,10,-235,5
2032,1841,12,-231,1
2033,1682,11,-235,1
2034,1424,11,-124,5
2035,1551,11,-37,11
2036,1475,11,-126,4
2037,1600,11,-200,10
2038,1764,11,-178,15
2039,1734,10,-139,3
2040,1372,12,-190,11
2041,1319,10,-211,3
2042,1729,12,-158,1
2043,1751,11,-156,0
2044,1551,9,-195,0
2045,1729,10,-215,0
2046,1645,11,-280,1

min,,4
max,,17
steps,,8
decimal
