year,annual-precipitations
1987,768
1988,908
1989,553
1990,792
1991,648
1992,804
1993,696
1994,809
1995,726
1996,597
1997,640
1998,787
1999,774
2000,737
2001,939
2002,988
2003,548
2004,677
2005,720
2006,727
2007,758
2008,765
2009,773
2010,638
2011,575
2012,685
2013,717
2014,702
2015,493
2016,619

min,300
max,2000
steps,10
decimal
