year,annual-frozen-days
1987,102
1988,77
1989,96
1990,63
1991,97
1992,74
1993,85
1994,46
1995,74
1996,110
1997,82
1998,74
1999,65
2000,43
2001,78
2002,50
2003,81
2004,109
2005,83
2006,90
2007,53
2008,81
2009,82
2010,95
2011,71
2012,59
2013,87
2014,40
2015,69
2016,62
