year,annual-precipitations
1987,772
1988,840
1989,663
1990,577
1991,537
1992,593
1993,617
1994,755
1995,684
1996,561
1997,712
1998,649
1999,840
2000,862
2001,864
2002,673
2003,533
2004,565
2005,485
2006,662
2007,688
2008,637
2009,597
2010,603
2011,544
2012,636
2013,724
2014,698
2015,558
2016,804
