year,annual-hydric-deficit
1987,62
1988,138
1989,-176
1990,-245
1991,-189
1992,-179
1993,-133
1994,-35
1995,-112
1996,-232
1997,-98
1998,-140
1999,37
2000,94
2001,59
2002,-163
2003,-408
2004,-280
2005,-372
2006,-186
2007,-110
2008,-158
2009,-247
2010,-217
2011,-320
2012,-139
2013,11
2014,-36
2015,-241
2016,80
