year,annual-frozen-days
1987,68
1988,34
1989,45
1990,33
1991,57
1992,47
1993,50
1994,26
1995,43
1996,67
1997,49
1998,47
1999,31
2000,26
2001,42
2002,18
2003,44
2004,40
2005,51
2006,59
2007,28
2008,56
2009,52
2010,70
2011,31
2012,33
2013,49
2014,9
2015,33
2016,42
