year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,524,586,-252,-285,10,10.3,3752,23,16.3,47
1988,573,577,-199,-300,35,10.4,3841,27,18.2,62
1989,584,625,-243,-329,36,11.0,4086,42,17.8,49
1990,587,630,-236,-354,50,11.0,4082,55,18.9,58
1991,577,728,-412,-401,-2,11.1,4084,48,18.7,45
1992,744,563,2,-147,53,10.5,3864,19,16.6,44
1993,617,754,-445,-479,-26,10.9,4036,41,17.4,52
1994,606,703,-359,-368,-25,11.0,4058,32,17.4,30
1995,724,588,-57,-189,69,11.3,4150,32,18.4,32
1996,664,714,-326,-382,-36,10.8,3988,43,18.9,60
1997,489,663,-443,-413,-44,10.9,3999,29,17.1,40
1998,648,590,-137,-261,93,10.9,4014,35,17.0,40
1999,600,765,-444,-467,-25,10.8,3980,36,18.2,50
2000,529,731,-477,-506,50,11.3,4165,38,18.3,37
2001,607,570,-155,-229,28,10.5,3837,22,17.3,54
2002,659,608,-152,-283,59,11.3,4182,32,17.9,38
2003,550,604,-254,-353,85,10.5,3884,36,17.4,67
2004,602,603,-194,-284,-8,10.3,3791,32,17.6,49
2005,627,611,-172,-277,22,10.5,3863,26,16.3,60
2006,705,622,-108,-287,116,11.1,4071,40,18.8,46
2007,471,604,-330,-345,-3,10.7,3961,33,18.4,47
2008,719,603,-81,-261,130,11.1,4084,47,17.8,49
2009,591,615,-240,-336,57,11.2,4134,45,18.7,45
2010,696,584,-93,-245,75,11.1,4096,33,18.0,50
2011,648,599,-152,-280,112,11.1,4076,28,17.1,49
2012,508,597,-289,-353,43,11.0,4021,31,17.4,51
2013,589,609,-238,-281,26,11.6,4237,26,17.0,22
2014,451,635,-383,-447,-7,10.9,4031,42,17.7,57
2015,576,614,-232,-345,43,11.0,4027,36,18.1,63
2016,616,628,-203,-360,94,11.1,4050,29,17.1,42
2016
2017,481,627,-341,-397,-15,11.8,4311,46,18.6,31
2018,569,612,-244,-355,78,12.1,4432,45,18.7,26
2019,770,606,-30,-266,136,11.3,4162,29,16.4,26
2020,590,611,-240,-356,21,12.8,4674,39,17.9,16
2021,501,727,-506,-473,14,12.2,4455,47,18.3,35
2022,527,640,-317,-453,71,12.1,4432,58,18.8,24
2023,621,742,-409,-473,89,11.6,4244,55,19.2,32
2024,580,665,-354,-361,-1,11.5,4203,15,16.6,26
2025,578,626,-242,-373,54,12.4,4549,66,20.0,23
2026,606,802,-486,-505,-18,13.0,4732,73,19.9,17
2027,582,777,-492,-461,-17,13.2,4812,77,20.8,22
2028,468,617,-349,-389,78,11.5,4246,40,18.8,30
2029,643,831,-497,-543,24,12.5,4561,68,19.9,24
2030,611,790,-460,-524,70,12.5,4573,71,19.9,24
2031,618,641,-223,-396,144,12.1,4432,53,17.9,36
2032,603,666,-263,-374,71,12.1,4451,63,19.2,25
2033,454,646,-407,-447,19,12.4,4543,46,18.1,19
2034,611,653,-246,-326,49,12.4,4537,53,18.4,12
2035,653,620,-157,-368,153,11.4,4191,46,18.3,40
2036,494,613,-338,-410,7,12.6,4619,56,19.7,31
2037,561,614,-255,-384,68,12.0,4383,42,19.1,28
2038,548,660,-304,-405,40,11.1,4104,55,18.6,60
2039,586,639,-253,-334,102,11.7,4276,41,18.1,31
2040,549,620,-272,-358,29,11.6,4262,48,17.9,34
2041,547,644,-301,-388,36,12.3,4496,59,19.3,30
2042,621,634,-197,-340,62,11.4,4158,60,19.8,46
2043,615,672,-257,-375,22,12.8,4699,75,19.9,26
2044,541,642,-308,-410,54,11.8,4357,54,18.4,43
2045,655,641,-171,-401,119,12.0,4369,51,18.9,18
2046,619,681,-257,-365,63,12.3,4522,77,20.9,38

min,350,500,,,,8,3000,,14
max,850,1000,,,,14,5000,,22
steps,11,11,,,,7,11,,5
decimal
