year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,6,2,-70,6,2,-250,64,14,99
1988,6,0,-66,7,0,-240,81,29,78
1989,20,0,-92,4,2,-237,55,30,89
1990,20,4,-164,4,6,-314,51,21,80
1991,16,1,-102,5,1,-310,48,18,67
1992,11,1,-32,5,1,-129,60,15,137
1993,21,1,-152,4,0,-363,58,23,58
1994,15,0,-120,2,1,-285,69,20,98
1995,9,1,-44,3,0,-159,63,22,114
1996,7,1,-58,2,5,-263,70,24,75
1997,11,0,-92,3,2,-274,56,12,21
1998,22,0,-75,5,0,-244,50,9,109
1999,12,5,-166,3,3,-352,49,14,74
2000,15,0,-143,6,8,-388,56,4,61
2001,6,5,-85,3,0,-168,63,24,96
2002,13,0,-56,4,1,-239,60,9,80
2003,11,2,-163,4,1,-296,62,28,149
2004,12,1,-67,6,0,-269,72,18,98
2005,13,0,-100,3,0,-218,49,24,115
2006,18,0,-99,5,3,-257,53,21,73
2007,11,0,-85,3,2,-245,66,19,56
2008,10,1,-32,2,0,-182,57,15,79
2009,15,0,-46,4,3,-244,73,17,62
2010,2,0,-22,4,1,-231,73,23,94
2011,6,0,-92,3,1,-206,56,17,82
2012,17,1,-121,4,0,-282,48,16,77
2013,14,0,-94,3,0,-231,58,5,77
2014,22,0,-122,6,2,-351,42,18,44
2015,18,5,-121,4,0,-303,47,22,112
2016,11,2,-126,5,2,-297,55,22,78
2016
2017,17,1,-169,6,3,-354,49,12,75
2018,14,0,-100,4,0,-255,55,10,72
2019,12,0,-46,4,1,-217,54,8,111
2020,16,0,-125,6,1,-296,55,9,101
2021,20,0,-172,4,4,-363,48,14,83
2022,22,2,-127,4,1,-345,51,6,52
2023,21,1,-122,4,3,-365,62,13,74
2024,12,1,-130,6,0,-282,52,4,86
2025,24,1,-120,3,10,-324,53,6,103
2026,23,0,-192,4,4,-420,38,13,109
2027,24,1,-130,5,8,-381,52,5,114
2028,14,0,-79,7,5,-316,50,5,46
2029,26,1,-129,6,1,-416,43,12,63
2030,20,1,-166,4,2,-415,42,8,82
2031,20,0,-122,5,7,-309,41,4,92
2032,20,0,-163,7,0,-374,49,7,120
2033,17,0,-124,5,2,-330,48,2,56
2034,31,0,-71,2,1,-245,35,5,60
2035,15,5,-101,6,6,-292,52,8,66
2036,20,1,-113,4,3,-318,52,1,24
2037,15,0,-150,5,4,-308,51,5,93
2038,24,6,-120,4,8,-363,46,8,61
2039,11,0,-114,4,1,-232,42,9,99
2040,17,1,-91,4,2,-300,58,8,96
2041,28,1,-88,5,3,-285,52,14,65
2042,16,1,-71,5,4,-227,62,23,101
2043,27,1,-111,5,2,-270,39,5,75
2044,21,6,-109,8,1,-317,51,6,63
2045,24,2,-86,2,6,-323,54,5,18
2046,31,3,-114,1,17,-285,46,11,89

min,,,,0
max,,,,14
steps,,,,8
decimal
