year,annual-average-temperature
1987,10.0
1988,11.3
1989,11.8
1990,11.8
1991,10.6
1992,10.9
1993,10.3
1994,11.8
1995,11.5
1996,10.1
1997,11.5
1998,11.2
1999,11.8
2000,11.6
2001,11.6
2002,12.1
2003,12.1
2004,11.4
2005,11.7
2006,11.9
2007,11.8
2008,11.2
2009,11.4
2010,10.4
2011,12.3
2012,11.3
2013,10.7
2014,12.1
2015,11.8
2016,11.3
