year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.7,12.9,18.2,7.7
1988,6.2,13.7,17.0,8.2
1989,6.5,13.7,18.6,8.3
1990,7.9,13.8,18.8,8.3
1991,4.9,11.9,19.2,6.9
1992,5.6,14.4,18.8,7.7
1993,5.6,14.5,16.9,6.7
1994,6.9,13.6,18.4,9.9
1995,6.7,13.2,19.1,8.8
1996,4.7,13.5,17.0,6.9
1997,5.8,13.5,19.5,9.0
1998,6.4,14.2,18.0,7.2
1999,6.4,14.3,19.4,7.9
2000,6.0,14.6,18.2,9.5
2001,6.5,13.7,17.7,7.8
2002,7.2,13.8,17.2,9.4
2003,5.1,15.0,19.1,7.3
2004,5.5,13.5,18.5,7.6
2005,4.9,14.5,18.1,8.1
2006,4.0,14.3,19.8,9.5
2007,7.4,15.2,16.6,7.1
2008,6.5,13.9,17.5,7.1
2009,4.0,14.3,18.7,8.7
2010,3.9,13.7,18.1,6.3
2011,6.4,15.6,18.1,10.1
2012,4.9,13.5,17.7,8.7
2013,3.8,12.6,19.0,8.7
2014,7.6,14.1,18.0,9.7
2015,5.1,14.6,18.7,10.3
2016,5.9,13.2,19.1,7.1
