year,annual-precipitations
1987,658
1988,695
1989,523
1990,413
1991,507
1992,593
1993,554
1994,602
1995,594
1996,436
1997,625
1998,584
1999,797
2000,730
2001,939
2002,789
2003,502
2004,654
2005,517
2006,618
2007,664
2008,588
2009,561
2010,633
2011,501
2012,723
2013,759
2014,772
2015,518
2016,659
