year,annual-hydric-deficit
1987,-55
1988,-43
1989,-414
1990,-502
1991,-246
1992,-239
1993,-220
1994,-200
1995,-215
1996,-379
1997,-204
1998,-228
1999,5
2000,-62
2001,175
2002,-17
2003,-387
2004,-180
2005,-299
2006,-246
2007,-93
2008,-212
2009,-262
2010,-164
2011,-338
2012,-44
2013,6
2014,0
2015,-327
2016,-79
