year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1344,10,-315,6
1988,1401,12,-322,1
1989,1826,14,-401,0
1990,1355,10,-224,3
1991,1533,11,-395,3
1992,1357,10,-215,1
1993,1550,10,-555,2
1994,1459,10,-254,2
1995,1593,11,-376,0
1996,1436,10,-435,7
1997,1620,12,-427,1
1998,1559,11,-302,1
1999,1540,10,-537,2
2000,1892,13,-465,0
2001,1291,11,-264,2
2002,1613,11,-305,0
2003,1658,12,-349,0
2004,1348,10,-300,11
2005,1295,10,-282,3
2006,1337,11,-350,4
2007,1391,11,-403,4
2008,1741,10,-360,0
2009,1594,11,-252,0
2010,1468,10,-285,3
2011,1551,10,-410,3
2012,1470,12,-297,8
2013,1602,11,-318,3
2014,1557,11,-390,0
2015,1579,10,-396,1
2016,1771,12,-247,0
2016
2017,1919,13,-402,1
2018,1796,12,-315,0
2019,1459,11,-341,3
2020,1817,14,-410,1
2021,1627,11,-434,0
2022,1739,12,-367,3
2023,1500,11,-499,1
2024,1980,14,-588,0
2025,1807,13,-435,3
2026,1949,13,-494,0
2027,1859,15,-478,1
2028,1722,12,-337,0
2029,1901,12,-597,2
2030,1828,13,-474,0
2031,1774,10,-349,0
2032,1937,13,-426,0
2033,1558,9,-326,2
2034,1825,13,-387,0
2035,1660,12,-405,1
2036,1568,11,-397,2
2037,1699,10,-489,0
2038,1846,11,-488,2
2039,1841,13,-408,0
2040,1964,12,-388,5
2041,1743,11,-343,2
2042,1832,13,-466,0
2043,1483,11,-251,0
2044,1748,12,-513,0
2045,1708,11,-349,2
2046,1735,12,-373,0
