year,annual-average-temperature
1987,10.2
1988,11.3
1989,11.8
1990,12.2
1991,10.8
1992,11.6
1993,11.0
1994,12.2
1995,12.0
1996,10.6
1997,12.0
1998,11.5
1999,12.1
2000,12.1
2001,11.5
2002,11.9
2003,11.7
2004,11.3
2005,11.4
2006,11.9
2007,11.6
2008,11.3
2009,11.5
2010,10.5
2011,12.6
2012,11.2
2013,11.0
2014,12.4
2015,12.2
2016,11.3

min,8
max,14
steps,7
decimal
