year,annual-frozen-days
1987,64
1988,41
1989,51
1990,36
1991,59
1992,39
1993,46
1994,21
1995,37
1996,59
1997,40
1998,44
1999,32
2000,24
2001,54
2002,29
2003,54
2004,51
2005,66
2006,61
2007,40
2008,59
2009,60
2010,71
2011,29
2012,45
2013,48
2014,17
2015,45
2016,59
