year,annual-frozen-days
1987,1
1988,0
1989,0
1990,0
1991,0
1992,0
1993,1
1994,0
1995,0
1996,1
1997,0
1998,5
1999,1
2000,3
2001,0
2002,0
2003,7
2004,6
2005,16
2006,7
2007,3
2008,4
2009,7
2010,7
2011,1
2012,10
2013,6
2014,3
2015,6
2016,1
