year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,11.3,18.1,24.5,13.4
1988,11.3,16.1,23.3,14.2
1989,11.9,17.5,24.1,15.0
1990,11.9,17.1,24.3,12.7
1991,9.8,17.8,24.5,13.1
1992,11.4,17.4,23.7,13.8
1993,11.6,16.4,22.6,12.8
1994,12.1,17.8,22.5,15.2
1995,12.6,19.2,23.6,16.1
1996,11.0,18.3,22.3,13.9
1997,12.9,18.1,23.3,14.9
1998,12.6,17.2,23.7,13.0
1999,10.7,18.5,23.0,13.2
2000,11.3,17.7,23.1,13.8
2001,12.3,18.5,22.9,13.0
2002,11.6,17.2,22.6,14.0
2003,10.7,18.6,24.1,13.1
2004,10.8,18.4,24.1,13.2
2005,9.6,19.4,24.2,12.9
2006,9.6,18.9,24.9,14.5
2007,11.0,17.3,23.3,13.3
2008,11.7,17.6,22.5,12.4
2009,11.2,18.3,24.0,14.8
2010,10.2,17.8,24.9,12.9
2011,10.6,19.5,23.0,14.1
2012,10.1,17.6,23.3,13.1
2013,10.3,17.1,24.2,13.1
2014,10.9,17.9,22.7,13.8
2015,10.4,19.7,23.2,14.8
2016,10.8,17.6,25.2,14.1
