year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,225,88,58,333
1988,188,204,42,153
1989,125,169,50,545
1990,92,100,6,301
1991,218,41,25,99
1992,71,151,16,228
1993,108,160,22,238
1994,143,94,10,117
1995,104,55,17,356
1996,240,114,31,252
1997,112,116,87,291
1998,87,196,46,29
1999,124,58,99,201
2000,73,263,14,442
2001,344,80,80,194
2002,193,92,82,278
2003,200,87,34,210
2004,138,40,27,224
2005,39,59,5,241
2006,162,78,51,360
2007,133,140,65,121
2008,120,223,21,124
2009,191,67,5,300
2010,357,117,0,373
2011,198,193,50,183
2012,34,60,53,319
2013,297,51,42,234
2014,248,159,130,224
2015,98,65,9,158
2016,168,120,9,179
