year,annual-precipitations
1987,703
1988,587
1989,888
1990,499
1991,382
1992,465
1993,528
1994,364
1995,533
1996,637
1997,606
1998,358
1999,481
2000,792
2001,698
2002,644
2003,531
2004,429
2005,344
2006,652
2007,458
2008,488
2009,564
2010,847
2011,624
2012,465
2013,624
2014,761
2015,331
2016,476
