year,annual-estival-days
1987,114
1988,101
1989,123
1990,119
1991,124
1992,108
1993,80
1994,121
1995,148
1996,114
1997,121
1998,110
1999,123
2000,126
2001,126
2002,133
2003,145
2004,149
2005,152
2006,151
2007,136
2008,136
2009,161
2010,135
2011,168
2012,143
2013,140
2014,149
2015,156
2016,146

min,80
max,180
steps,11
decimal
