year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,16,96,3
1988,20,90,4
1989,23,96,4
1990,29,89,4
1991,14,96,3
1992,20,95,3
1993,24,94,3
1994,18,92,3
1995,18,93,4
1996,20,101,4
1997,17,95,3
1998,21,97,5
1999,25,95,3
2000,19,94,3
2001,20,90,3
2002,25,97,4
2003,19,97,4
2004,24,85,3
2005,18,93,4
2006,22,99,4
2007,21,88,3
2008,15,9,4
2009,24,94,3
2010,15,94,4
2011,19,94,4
2012,22,93,4
2013,20,92,3
2014,25,97,4
2015,23,95,3
2016,22,92,4
2016
2017,19,87,4
2018,23,99,4
2019,18,85,3
2020,24,91,4
2021,21,84,4
2022,19,83,4
2023,15,89,4
2024,19,91,2
2025,21,84,2
2026,18,87,4
2027,19,92,3
2028,22,83,2
2029,29,90,4
2030,0,87,3
2031,18,84,4
2032,16,91,2
2033,18,89,3
2034,24,87,4
2035,17,79,4
2036,20,90,3
2037,20,90,4
2038,15,85,4
2039,16,88,4
2040,19,84,2
2041,19,86,3
2042,15,96,4
2043,18,83,3
2044,24,87,3
2045,18,87,4
2046,21,86,3
