year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,61,-347,-466,206
1988,29,-117,-490,-9
1989,-73,-258,-496,389
1990,-79,-321,-543,153
1991,73,-438,-531,-69
1992,-145,-286,-577,62
1993,-76,-201,-508,96
1994,-47,-357,-532,-40
1995,-96,-419,-542,176
1996,75,-329,-448,105
1997,-71,-283,-388,146
1998,-83,-205,-452,-117
1999,-46,-380,-389,60
2000,-98,-132,-517,279
2001,192,-393,-449,40
2002,15,-374,-493,128
2003,41,-398,-565,62
2004,-19,-453,-588,51
2005,-152,-460,-629,72
2006,12,-402,-588,205
2007,-36,-299,-526,-63
2008,-52,-214,-551,-53
2009,14,-408,-617,135
2010,217,-347,-631,214
2011,35,-280,-526,-4
2012,-178,-396,-552,169
2013,150,-418,-556,57
2014,81,-302,-409,68
2015,-106,-443,-577,-5
2016,-3,-321,-605,12
