year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,0,0,-369,9,7,-699,25,2,1
1988,5,0,-405,10,13,-687,13,12,4
1989,6,0,-452,11,5,-707,27,4,3
1990,2,0,-408,8,19,-672,33,6,5
1991,5,0,-393,11,1,-718,23,5,0
1992,9,0,-466,5,1,-686,16,1,0
1993,9,0,-379,3,9,-706,27,0,4
1994,2,0,-490,10,6,-709,29,2,1
1995,9,0,-459,9,5,-706,7,3,31
1996,2,0,-404,5,10,-744,22,0,39
1997,8,0,-478,2,7,-757,31,4,0
1998,7,0,-437,6,16,-739,21,6,0
1999,5,0,-381,8,2,-663,29,8,42
2000,0,0,-409,10,13,-648,31,5,14
2001,2,0,-300,7,16,-703,11,0,23
2002,3,0,-521,7,25,-757,12,0,0
2003,2,0,-366,7,18,-706,22,4,0
2004,0,0,-301,11,18,-670,17,0,0
2005,6,0,-468,5,8,-715,14,7,0
2006,2,0,-289,5,9,-614,45,0,0
2007,4,0,-366,10,15,-646,21,1,20
2008,1,0,-397,11,6,-660,17,6,20
2009,4,0,-455,3,5,-706,24,3,57
2010,8,0,-339,6,14,-741,31,0,1
2011,1,0,-331,5,7,-720,30,0,1
2012,7,0,-430,6,16,-770,17,0,0
2013,5,0,-444,3,9,-731,22,8,0
2014,0,0,-324,6,9,-633,26,6,17
2015,4,0,-315,6,12,-642,27,3,13
2016,3,0,-413,10,9,-666,32,1,13
2016
2017,18,0,-554,9,16,-769,14,4,60
2018,3,0,-360,9,15,-700,25,1,3
2019,8,0,-474,8,20,-805,21,0,4
2020,9,0,-429,8,3,-650,29,5,0
2021,22,0,-531,6,10,-803,19,0,8
2022,18,0,-518,9,8,-687,14,1,15
2023,15,0,-526,4,15,-775,10,1,11
2024,19,0,-556,0,10,-832,20,2,47
2025,15,0,-604,0,15,-777,6,0,4
2026,15,0,-498,10,14,-711,9,2,33
2027,5,0,-409,6,7,-744,33,0,77
2028,19,0,-460,0,26,-809,23,0,28
2029,3,0,-432,9,14,-728,15,0,11
2030,11,0,-578,3,16,-816,12,0,17
2031,2,0,-459,9,19,-697,17,0,9
2032,14,0,-548,0,14,-780,18,3,15
2033,5,0,-342,8,17,-614,37,3,10
2034,8,0,-280,7,40,-668,32,0,14
2035,15,0,-558,8,6,-749,10,1,23
2036,17,0,-466,2,18,-755,19,0,2
2037,9,0,-494,8,15,-744,18,0,26
2038,20,0,-566,7,14,-788,20,1,32
2039,6,0,-524,4,9,-747,14,0,37
2040,9,0,-564,0,31,-831,11,0,0
2041,11,0,-472,8,5,-662,22,0,39
2042,15,0,-466,6,20,-781,24,0,41
2043,11,0,-514,6,9,-732,24,1,98
2044,8,0,-546,11,15,-735,10,1,14
2045,17,0,-568,9,7,-758,10,2,0
2046,27,0,-619,2,12,-825,20,3,14

min,,,,0,,,0
max,,,,12,,,40
steps,,,,13,,,11
decimal
