year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,170,509,580,134
1988,196,405,600,152
1989,170,449,562,157
1990,167,430,535,144
1991,142,475,577,136
1992,159,413,529,140
1993,158,415,480,119
1994,190,505,603,125
1995,200,489,563,154
1996,148,449,532,154
1997,185,424,516,148
1998,174,419,590,163
1999,171,500,598,148
2000,189,469,625,166
2001,189,513,574,141
2002,172,465,535,156
2003,154,471,578,130
2004,139,391,522,152
2005,165,465,553,145
2006,160,467,565,162
2007,164,405,500,136
2008,185,413,555,136
2009,170,485,563,178
2010,157,429,566,160
2011,162,466,586,159
2012,195,526,619,157
2013,182,433,576,173
2014,199,502,566,182
2015,189,494,579,163
2016,169,445,562,135
