year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2606,15,-922,1
1988,2632,15,-908,0
1989,2470,12,-822,0
1990,2289,13,-723,1
1991,2555,15,-949,1
1992,2794,15,-978,1
1993,2448,14,-859,0
1994,2671,14,-862,2
1995,2391,13,-859,2
1996,2686,14,-917,5
1997,2578,13,-955,0
1998,2449,12,-848,0
1999,2725,13,-957,0
2000,2736,14,-924,0
2001,2601,13,-934,0
2002,2500,14,-886,1
2003,2460,12,-850,0
2004,2409,12,-788,2
2005,2428,13,-831,1
2006,2428,13,-775,1
2007,2528,14,-887,0
2008,2595,12,-971,0
2009,2669,14,-965,0
2010,2669,14,-842,0
2011,2481,13,-860,0
2012,2552,13,-859,0
2013,2474,14,-862,2
2014,2527,13,-830,0
2015,2471,13,-890,3
2016,2408,12,-793,0
2016
2017,2759,16,-927,1
2018,2631,16,-914,0
2019,2792,16,-887,0
2020,2710,13,-962,0
2021,2712,16,-905,4
2022,2678,16,-893,1
2023,2693,16,-954,0
2024,2644,13,-959,0
2025,2718,16,-838,1
2026,3071,14,-1009,0
2027,2507,16,-842,0
2028,2675,15,-830,3
2029,2776,16,-878,0
2030,2446,13,-874,1
2031,2781,14,-877,0
2032,2843,15,-879,0
2033,2512,14,-825,0
2034,2614,14,-902,0
2035,2775,16,-889,0
2036,2898,16,-848,2
2037,2767,14,-879,0
2038,2772,15,-937,0
2039,2645,14,-825,1
2040,2731,15,-885,0
2041,2646,13,-869,0
2042,2759,16,-902,3
2043,2735,15,-876,1
2044,2393,13,-874,2
2045,2608,14,-889,0
2046,2814,14,-935,0

min,2000,10
max,3200,20
steps,7,11
decimal
