year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,46,126,2
1988,50,113,4
1989,31,104,3
1990,34,121,4
1991,38,118,4
1992,35,104,4
1993,47,114,2
1994,24,114,3
1995,39,114,2
1996,35,112,3
1997,17,116,3
1998,36,111,3
1999,40,112,3
2000,34,104,4
2001,35,104,4
2002,41,112,4
2003,37,106,3
2004,31,109,4
2005,20,121,3
2006,29,123,1
2007,27,116,3
2008,33,105,3
2009,39,118,3
2010,40,117,3
2011,50,103,3
2012,28,114,3
2013,26,113,3
2014,45,112,3
2015,36,120,3
2016,35,106,3
2016
2017,25,104,3
2018,18,111,4
2019,41,102,4
2020,22,112,3
2021,27,118,3
2022,36,108,3
2023,34,103,4
2024,25,119,4
2025,30,114,4
2026,24,108,4
2027,37,111,4
2028,32,9,4
2029,31,101,4
2030,21,116,3
2031,34,104,4
2032,32,101,4
2033,26,110,3
2034,35,100,3
2035,32,104,4
2036,24,107,3
2037,22,105,4
2038,30,105,3
2039,38,110,3
2040,30,105,4
2041,28,113,4
2042,29,104,3
2043,24,109,4
2044,33,109,5
2045,26,102,4
2046,33,100,4
