year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,155,983,-1174,-922,-116,14.1,5137,136,24.4,64
1988,218,986,-1089,-908,-61,14.0,5117,134,23.5,47
1989,284,928,-976,-822,17,13.8,5049,108,22.2,41
1990,267,896,-945,-723,-86,13.4,4898,110,22.5,52
1991,173,1028,-1271,-949,-129,14.2,5205,134,24.2,49
1992,177,1019,-1219,-978,-78,15.3,5572,153,24.3,28
1993,293,975,-1050,-859,-58,13.5,4934,114,23.4,53
1994,372,1030,-1082,-862,-24,14.9,5462,132,23.8,21
1995,229,921,-1023,-859,-47,13.8,5038,120,22.9,41
1996,382,1034,-1034,-917,50,14.6,5320,130,23.3,40
1997,239,1029,-1185,-955,-122,14.2,5191,131,23.0,43
1998,286,936,-988,-848,-24,13.9,5103,113,22.7,42
1999,213,1023,-1210,-957,-79,14.5,5304,133,23.5,41
2000,351,1048,-1082,-924,-19,14.6,5311,132,23.7,32
2001,184,989,-1159,-934,-27,14.3,5216,127,23.2,52
2002,206,964,-1112,-886,-67,14.3,5252,139,23.2,37
2003,327,968,-993,-850,13,14.3,5232,120,22.9,30
2004,264,949,-1063,-788,-118,14.6,5320,128,22.0,26
2005,248,954,-1056,-831,-90,14.1,5144,129,22.7,39
2006,311,914,-933,-775,-66,13.7,4998,106,23.2,36
2007,203,955,-1110,-887,-59,14.3,5231,124,23.3,36
2008,204,1014,-1162,-971,-22,14.5,5308,126,22.5,32
2009,246,1033,-1098,-965,-24,13.8,5051,124,23.1,42
2010,323,978,-1003,-842,-57,14.3,5221,131,24.0,37
2011,152,950,-1148,-860,-124,13.8,5058,123,22.4,55
2012,329,968,-977,-859,-13,14.3,5236,124,22.9,27
2013,243,956,-1046,-862,-24,14.3,5221,123,22.8,27
2014,308,978,-989,-830,-62,13.8,5035,122,23.4,49
2015,206,964,-1112,-890,-107,14.5,5279,139,22.9,41
2016,275,938,-1017,-793,-85,14.3,5215,119,23.1,22
2016
2017,232,997,-1107,-927,-43,15.1,5496,129,24.9,22
2018,184,985,-1142,-914,-113,14.8,5409,127,24.2,24
2019,374,994,-982,-887,-4,15.4,5606,139,25.6,32
2020,198,1021,-1156,-962,-76,15.1,5518,136,24.3,21
2021,369,1039,-1050,-905,-89,15.1,5495,147,24.5,29
2022,226,964,-1113,-893,-99,15.4,5626,133,25.0,23
2023,190,1045,-1284,-954,-143,15.4,5639,150,24.7,29
2024,240,1028,-1171,-959,-108,14.6,5345,135,24.1,24
2025,288,959,-1007,-838,-70,15.1,5520,142,24.5,27
2026,198,1094,-1297,-1009,-120,16.2,5902,167,25.1,19
2027,359,985,-1007,-842,-84,14.3,5217,115,25.0,31
2028,230,962,-1093,-830,-113,15.2,5561,136,23.9,19
2029,294,1022,-1129,-878,-95,15.5,5658,139,25.4,29
2030,297,997,-1104,-874,-84,14.7,5352,134,23.0,18
2031,284,993,-1064,-877,-105,15.8,5781,138,24.6,20
2032,326,1026,-1050,-879,-78,15.4,5631,148,24.9,19
2033,391,957,-919,-825,-57,14.6,5343,118,23.9,15
2034,252,971,-1073,-902,-44,14.6,5314,136,23.5,27
2035,290,997,-1086,-889,-85,15.8,5764,149,25.3,23
2036,330,1031,-1064,-848,-79,16.2,5925,150,25.2,14
2037,318,995,-1035,-879,-51,15.2,5561,132,23.9,25
2038,163,1010,-1212,-937,-111,15.4,5611,139,24.6,22
2039,303,983,-1022,-825,-72,14.7,5359,134,24.1,38
2040,202,1003,-1165,-885,-107,15.4,5620,140,24.4,18
2041,246,985,-1085,-869,-107,15.1,5520,121,23.6,15
2042,256,1008,-1125,-902,-96,15.9,5787,139,24.9,16
2043,299,1006,-1091,-876,-68,15.7,5715,141,24.1,19
2044,210,923,-1086,-874,-137,14.3,5241,134,23.4,32
2045,186,977,-1136,-889,-108,14.5,5282,124,23.1,32
2046,233,1012,-1147,-935,-77,15.4,5611,141,24.4,23
