year,annual-hydric-deficit
1987,1393
1988,1353
1989,1338
1990,1276
1991,1330
1992,1241
1993,1172
1994,1423
1995,1406
1996,1283
1997,1273
1998,1346
1999,1418
2000,1449
2001,1417
2002,1329
2003,1333
2004,1203
2005,1328
2006,1354
2007,1205
2008,1288
2009,1396
2010,1312
2011,1373
2012,1497
2013,1364
2014,1449
2015,1426
2016,1310
