year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.0,16.7,23.2,9.8
1988,7.3,14.7,22.8,9.4
1989,6.8,15.2,23.1,10.9
1990,8.1,15.4,23.3,9.0
1991,6.0,15.1,23.6,8.7
1992,5.9,15.2,22.7,9.3
1993,6.0,15.1,21.5,8.3
1994,7.4,16.3,23.4,10.2
1995,7.9,16.4,22.0,11.7
1996,7.0,16.0,21.1,9.8
1997,8.9,16.3,21.8,10.8
1998,8.7,15.4,23.3,9.1
1999,6.6,17.2,23.4,9.2
2000,7.5,16.6,23.4,10.0
2001,9.1,17.5,23.4,9.2
2002,8.1,16.3,22.4,11.2
2003,6.7,17.6,23.9,10.2
2004,7.5,15.4,23.5,10.0
2005,5.7,17.9,23.0,9.4
2006,6.7,17.9,23.5,11.2
2007,7.8,16.2,22.9,9.3
2008,8.4,16.1,22.9,8.8
2009,7.2,17.4,23.3,11.5
2010,7.3,16.6,23.9,9.9
2011,7.4,17.9,23.7,11.2
2012,6.0,17.8,23.9,10.6
2013,7.1,15.5,23.8,10.5
2014,8.2,17.8,23.6,11.5
2015,7.1,17.9,24.1,11.5
2016,8.1,16.9,24.5,11.1
