year,annual-average-temperature
1987,10.1
1988,10.9
1989,11.2
1990,11.6
1991,10.6
1992,11.3
1993,11.0
1994,12.3
1995,11.1
1996,10.4
1997,10.5
1998,11.1
1999,11.4
2000,12.7
2001,11.5
2002,12.4
2003,11.1
2004,11.2
2005,10.5
2006,11.4
2007,12.5
2008,12.5
2009,12.4
2010,11.8
2011,11.6
2012,12.1
2013,12.3
2014,13.0
2015,12.8
2016,12.1

min,6
max,14
steps,9
decimal
