year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,2163,10,-490,0
1988,1993,11,-448,3
1989,2128,12,-422,1
1990,2374,11,-434,0
1991,2216,12,-489,2
1992,2356,15,-518,6
1993,2168,13,-636,0
1994,2404,13,-546,2
1995,2040,11,-477,0
1996,2116,10,-492,0
1997,2427,11,-683,1
1998,2362,12,-397,2
1999,2398,12,-571,0
2000,2032,12,-478,1
2001,2217,10,-499,0
2002,2295,12,-507,0
2003,2040,11,-470,3
2004,2334,11,-591,0
2005,2320,9,-427,4
2006,2068,11,-471,2
2007,2114,12,-496,0
2008,2151,12,-439,2
2009,2068,10,-468,1
2010,2320,12,-540,0
2011,2290,12,-502,1
2012,1813,11,-427,0
2013,2056,10,-372,0
2014,2358,11,-466,0
2015,2105,10,-490,1
2016,2031,10,-381,0
2016
2017,2419,14,-532,2
2018,2044,10,-416,0
2019,2288,11,-450,0
2020,2207,12,-493,3
2021,2261,12,-508,0
2022,2529,11,-552,0
2023,2243,12,-651,0
2024,2181,12,-585,1
2025,2344,11,-469,0
2026,2479,11,-663,3
2027,2134,11,-622,0
2028,2484,12,-485,0
2029,2220,10,-508,0
2030,2400,14,-482,0
2031,2268,13,-413,5
2032,2485,13,-561,1
2033,2152,13,-482,2
2034,2675,15,-630,0
2035,2238,12,-533,0
2036,2539,14,-486,0
2037,2466,13,-585,4
2038,2493,13,-490,0
2039,2391,13,-484,11
2040,2144,11,-519,4
2041,2317,12,-540,0
2042,2496,13,-462,0
2043,2325,13,-544,0
2044,2293,12,-510,0
2045,2426,11,-643,0
2046,2451,13,-482,0

min,,4
max,,17
steps,,8
decimal
