year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,46,-57,-192,5
1988,87,-107,-230,169
1989,-60,-75,-187,19
1990,-33,-254,-259,51
1991,-31,-173,-157,63
1992,-77,-208,-348,75
1993,-3,-236,-239,199
1994,-8,-159,-275,-15
1995,32,-22,-206,45
1996,40,-68,-69,110
1997,-31,-104,-153,48
1998,-65,-74,-91,67
1999,37,-69,-89,114
2000,-42,-324,-398,-109
2001,4,-114,-82,12
2002,-102,-271,-87,19
2003,18,-296,-280,64
2004,31,-121,-166,97
2005,56,-95,-64,26
2006,58,-93,-178,-32
2007,36,-264,-172,89
2008,-4,-165,-203,26
2009,23,-231,-297,216
2010,84,-29,-159,97
2011,6,-238,-226,-11
2012,7,-154,-291,85
2013,174,-128,-206,-3
2014,-15,-128,-21,60
2015,11,-221,-222,55
2016,93,-78,-184,112
