year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,39,113,2
1988,55,114,2
1989,78,124,3
1990,62,107,1
1991,45,131,1
1992,78,134,2
1993,76,125,2
1994,68,129,3
1995,61,114,3
1996,64,122,3
1997,83,131,4
1998,65,116,2
1999,78,120,3
2000,78,132,2
2001,54,112,2
2002,70,116,2
2003,83,135,2
2004,46,122,3
2005,71,125,0
2006,64,124,2
2007,59,114,2
2008,87,133,1
2009,67,126,3
2010,56,116,2
2011,63,116,3
2012,83,133,1
2013,79,124,1
2014,50,114,2
2015,64,126,3
2016,83,125,1
2016
2017,53,126,3
2018,61,116,3
2019,68,123,3
2020,63,119,2
2021,51,110,3
2022,56,113,2
2023,71,121,3
2024,57,119,2
2025,72,108,1
2026,60,124,3
2027,52,125,4
2028,54,116,3
2029,67,112,3
2030,84,123,3
2031,59,128,3
2032,77,128,3
2033,44,131,2
2034,36,109,3
2035,72,116,2
2036,60,120,2
2037,54,137,1
2038,84,129,2
2039,84,133,2
2040,54,120,1
2041,64,122,3
2042,65,115,2
2043,72,117,2
2044,63,118,1
2045,61,122,3
2046,54,117,4

min,,90,0
max,,190,6
steps,,11,7
decimal
