year,A1,A2,A3
,label A1,label A2,label A3
1987,37,2690,326
1988,49,2613,347
1989,43,2844,329
1990,59,2418,422
1991,57,2629,446
1992,84,2731,585
1993,37,2763,362
1994,67,3004,584
1995,44,2441,311
1996,43,2464,358
1997,79,2986,622
1998,64,2579,463
1999,65,2552,496
2000,39,3034,338
2001,65,2495,429
2002,65,2798,463
2003,61,3084,425
2004,64,2607,494
2005,73,2674,471
2006,51,2938,381
2007,55,2644,377
2008,52,3144,424
2009,53,2733,389
2010,83,2485,585
2011,54,2596,430
2012,23,3288,219
2013,39,2721,286
2014,48,2532,390
2015,43,2797,384
2016,35,2549,249
2016
2017,100,2506,694
2018,48,2559,373
2019,55,2453,442
2020,53,2645,444
2021,55,2011,453
2022,83,2178,532
2023,50,2610,464
2024,58,2491,460
2025,71,2182,448
2026,78,2437,589
2027,53,2369,424
2028,84,2592,686
2029,46,2283,418
2030,65,2755,492
2031,86,2417,562
2032,82,2662,630
2033,73,2643,469
2034,82,2226,651
2035,47,2317,352
2036,94,2412,603
2037,85,2850,641
2038,85,2676,595
2039,84,2814,653
2040,71,2653,495
2041,61,2660,459
2042,75,2327,556
2043,65,2608,505
2044,54,2401,373
2045,65,2583,543
2046,73,2405,560

min,,2000
max,,4000
steps,,9
decimal
