year,annual-estival-days
1987,85
1988,82
1989,71
1990,85
1991,75
1992,107
1993,95
1994,112
1995,88
1996,71
1997,92
1998,81
1999,105
2000,123
2001,93
2002,106
2003,125
2004,83
2005,85
2006,88
2007,102
2008,103
2009,124
2010,90
2011,117
2012,127
2013,106
2014,90
2015,102
2016,109

min,16
max,130
steps,9
decimal
