year,annual-average-temperature
1987,7.8
1988,9.2
1989,9.4
1990,8.8
1991,7.8
1992,9.9
1993,9.5
1994,10.6
1995,9.6
1996,8.0
1997,9.7
1998,9.7
1999,10.1
2000,10.6
2001,10.1
2002,10.5
2003,10.8
2004,9.8
2005,9.9
2006,10.5
2007,10.6
2008,10.4
2009,10.2
2010,8.9
2011,10.8
2012,10.3
2013,9.7
2014,11.4
2015,11.2
2016,10.4

min,6
max,14
steps,9
decimal
