year,A1,A2,A3
,label A1,label A2,label A3
1987,6,2932,81
1988,23,3090,158
1989,14,3111,125
1990,29,3097,212
1991,5,2857,63
1992,19,2996,132
1993,11,2816,121
1994,19,3020,152
1995,20,3156,154
1996,1,2969,25
1997,19,3198,152
1998,19,3313,145
1999,2,3326,53
2000,28,3035,208
2001,29,3101,185
2002,18,2993,128
2003,21,2896,169
2004,20,2923,129
2005,14,2555,124
2006,12,3021,109
2007,39,2910,240
2008,16,3206,116
2009,25,3297,182
2010,25,2997,152
2011,28,2999,201
2012,27,2829,177
2013,24,3313,171
2014,9,3136,74
2015,19,2971,161
2016,11,3468,69
2016
2017,26,2849,164
2018,18,2803,140
2019,26,3067,189
2020,18,2643,155
2021,18,2924,162
2022,22,2879,157
2023,12,2908,113
2024,22,2856,151
2025,22,2907,169
2026,16,2614,151
2027,36,2858,246
2028,29,2729,196
2029,23,2696,202
2030,11,2939,141
2031,15,2757,103
2032,8,2819,72
2033,28,2865,195
2034,16,2902,135
2035,41,2980,277
2036,18,2757,148
2037,33,2994,209
2038,33,3126,214
2039,29,2718,199
2040,12,2971,79
2041,34,2951,249
2042,25,2653,198
2043,34,2971,256
2044,41,2639,258
2045,35,2895,217
2046,27,2924,204

min,,2000
max,,4000
steps,,9
decimal
