year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1353,10,-252,11
1988,1459,12,-281,7
1989,1491,10,-287,5
1990,1688,13,-256,1
1991,1482,10,-323,0
1992,1478,10,-192,2
1993,1600,13,-469,0
1994,1423,8,-334,2
1995,1492,12,-176,8
1996,1284,9,-267,1
1997,1432,7,-316,4
1998,1411,10,-219,7
1999,1310,10,-335,0
2000,1661,12,-335,5
2001,1539,12,-236,3
2002,1382,11,-242,9
2003,1641,11,-388,1
2004,1470,12,-362,7
2005,1553,8,-293,0
2006,1393,8,-298,4
2007,1779,10,-253,1
2008,1528,11,-186,6
2009,1525,10,-302,4
2010,1519,11,-319,5
2011,1631,10,-226,1
2012,1684,10,-278,1
2013,1377,12,-291,1
2014,1216,9,-261,5
2015,1539,10,-285,12
2016,1200,8,-245,7
2016
2017,1553,10,-266,2
2018,1610,12,-341,5
2019,1585,11,-285,0
2020,1509,9,-242,1
2021,1635,10,-370,5
2022,1464,9,-174,7
2023,1414,11,-333,6
2024,1419,9,-372,4
2025,1555,11,-296,3
2026,1628,12,-363,0
2027,1647,9,-369,14
2028,1757,11,-99,8
2029,1664,11,-370,4
2030,1386,11,-386,9
2031,1488,11,-248,2
2032,1334,8,-260,2
2033,1595,12,-286,4
2034,1569,10,-222,8
2035,1581,10,-319,11
2036,1577,12,-291,2
2037,1635,10,-203,14
2038,1563,11,-174,3
2039,1730,11,-255,1
2040,1402,11,-174,1
2041,1631,9,-224,1
2042,1733,10,-318,0
2043,1618,11,-240,12
2044,1691,9,-372,2
2045,1611,11,-304,19
2046,1451,10,-271,16

min,,4
max,,17
steps,,8
decimal
