year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,68,5,-72,85
1988,190,-90,-118,114
1989,30,-112,-162,121
1990,93,105,29,154
1991,44,-45,-173,45
1992,49,-44,-101,80
1993,-25,-196,-188,188
1994,42,-110,-144,50
1995,132,-102,-65,66
1996,-30,-164,-39,74
1997,33,-156,-154,53
1998,-2,-160,-145,181
1999,59,-102,-166,92
2000,102,-229,-65,16
2001,87,-158,-213,111
2002,80,-116,-75,151
2003,0,-250,-330,43
2004,10,-171,-100,34
2005,38,-169,-103,45
2006,28,-162,-77,33
2007,192,-83,9,185
2008,231,-167,-126,126
2009,156,-123,-129,239
2010,116,-77,14,202
2011,76,-222,-122,190
2012,105,-128,-95,230
2013,91,11,-122,140
2014,13,-143,-53,142
2015,55,-238,-193,189
2016,238,-36,-209,78
