year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,71,141,0
1988,77,138,0
1989,76,137,0
1990,81,136,0
1991,66,129,0
1992,62,130,0
1993,70,134,0
1994,53,127,0
1995,77,143,0
1996,71,134,0
1997,94,145,0
1998,103,153,0
1999,87,140,0
2000,70,136,0
2001,85,143,0
2002,35,143,0
2003,74,132,1
2004,64,137,0
2005,72,124,0
2006,76,139,0
2007,61,126,0
2008,109,149,0
2009,88,143,0
2010,75,138,0
2011,59,137,0
2012,77,126,0
2013,73,142,1
2014,71,131,0
2015,73,137,0
2016,103,147,0
2016
2017,63,134,0
2018,86,143,0
2019,93,143,0
2020,46,134,1
2021,94,143,0
2022,55,135,0
2023,56,148,0
2024,89,140,0
2025,67,132,0
2026,68,129,1
2027,72,145,0
2028,48,131,0
2029,47,125,0
2030,78,152,0
2031,58,131,0
2032,49,131,0
2033,67,130,0
2034,75,137,0
2035,46,142,0
2036,82,140,0
2037,70,139,0
2038,101,154,0
2039,84,139,0
2040,94,138,0
2041,70,144,0
2042,82,132,0
2043,74,145,1
2044,73,131,0
2045,64,145,1
2046,71,140,0

min,,90,0
max,,190,6
steps,,11,7
decimal
